Calculation1,Max Highlight Label,Compared to 2010,Min,Max,Country of Origin,County/District,Guests,Mo,Month,Nights,Number of Records,State,Year
742,,-100%,742,742,China und Hongkong,Charlottenburg-Wilmersdorf,742,2,Feb,2181,1,Berlin,2013
3308,,-100%,3308,3308,Dänemark,Charlottenburg-Wilmersdorf,3308,2,Feb,9073,1,Berlin,2013
84181,,-99%,84181,84181,Deutschland,Charlottenburg-Wilmersdorf,84181,2,Feb,171919,1,Berlin,2013
84181,,-99%,84181,84181,Deutschland,Charlottenburg-Wilmersdorf,84181,2,Feb,171919,1,Berlin,2013
126,,-100%,126,126,Estland,Charlottenburg-Wilmersdorf,126,2,Feb,369,1,Berlin,2013
1132,,-100%,1132,1132,Finnland,Charlottenburg-Wilmersdorf,1132,2,Feb,3193,1,Berlin,2013
3751,,-100%,3751,3751,Frankreich,Charlottenburg-Wilmersdorf,3751,2,Feb,9071,1,Berlin,2013
562,,-100%,562,562,Griechenland,Charlottenburg-Wilmersdorf,562,2,Feb,1789,1,Berlin,2013
178,,-100%,178,178,Indien,Charlottenburg-Wilmersdorf,178,2,Feb,488,1,Berlin,2013
390,,-100%,390,390,Irland,Charlottenburg-Wilmersdorf,390,2,Feb,984,1,Berlin,2013
160,,-100%,160,160,Island,Charlottenburg-Wilmersdorf,160,2,Feb,478,1,Berlin,2013
1457,,-100%,1457,1457,Israel,Charlottenburg-Wilmersdorf,1457,2,Feb,4740,1,Berlin,2013
6090,,-100%,6090,6090,Italien,Charlottenburg-Wilmersdorf,6090,2,Feb,16782,1,Berlin,2013
697,,-100%,697,697,Japan,Charlottenburg-Wilmersdorf,697,2,Feb,1635,1,Berlin,2013
265,,-100%,265,265,Kanada,Charlottenburg-Wilmersdorf,265,2,Feb,703,1,Berlin,2013
137,,-100%,137,137,Korean. Republik,Charlottenburg-Wilmersdorf,137,2,Feb,329,1,Berlin,2013
67,,-100%,67,67,Kroatien,Charlottenburg-Wilmersdorf,67,2,Feb,166,1,Berlin,2013
231,,-100%,231,231,Lettland,Charlottenburg-Wilmersdorf,231,2,Feb,579,1,Berlin,2013
182,,-100%,182,182,Litauen,Charlottenburg-Wilmersdorf,182,2,Feb,374,1,Berlin,2013
215,,-100%,215,215,Luxemburg,Charlottenburg-Wilmersdorf,215,2,Feb,537,1,Berlin,2013
17,,-100%,17,17,Malta,Charlottenburg-Wilmersdorf,17,2,Feb,56,1,Berlin,2013
194,,-100%,194,194,Mittelamerika und Karibik,Charlottenburg-Wilmersdorf,194,2,Feb,621,1,Berlin,2013
101,,-100%,101,101,Neuseeland und Ozeanien,Charlottenburg-Wilmersdorf,101,2,Feb,266,1,Berlin,2013
4587,,-100%,4587,4587,Niederlande,Charlottenburg-Wilmersdorf,4587,2,Feb,11307,1,Berlin,2013
1769,,-100%,1769,1769,Norwegen,Charlottenburg-Wilmersdorf,1769,2,Feb,4458,1,Berlin,2013
2384,,-100%,2384,2384,Ohne Angaben des Wohnsitzes,Charlottenburg-Wilmersdorf,2384,2,Feb,5160,1,Berlin,2013
1914,,-100%,1914,1914,Österreich,Charlottenburg-Wilmersdorf,1914,2,Feb,4312,1,Berlin,2013
2080,,-100%,2080,2080,Polen,Charlottenburg-Wilmersdorf,2080,2,Feb,4748,1,Berlin,2013
320,,-100%,320,320,Portugal,Charlottenburg-Wilmersdorf,320,2,Feb,953,1,Berlin,2013
309,,-100%,309,309,Rumänien,Charlottenburg-Wilmersdorf,309,2,Feb,787,1,Berlin,2013
3880,,-100%,3880,3880,Russische Föderation,Charlottenburg-Wilmersdorf,3880,2,Feb,11329,1,Berlin,2013
1980,,-100%,1980,1980,Schweden,Charlottenburg-Wilmersdorf,1980,2,Feb,4781,1,Berlin,2013
2686,,-100%,2686,2686,Schweiz,Charlottenburg-Wilmersdorf,2686,2,Feb,6379,1,Berlin,2013
104,,-100%,104,104,Slowakische Republik,Charlottenburg-Wilmersdorf,104,2,Feb,171,1,Berlin,2013
132,,-100%,132,132,Slowenien,Charlottenburg-Wilmersdorf,132,2,Feb,399,1,Berlin,2013
626,,-100%,626,626,Sonstige afrikanische Länder,Charlottenburg-Wilmersdorf,626,2,Feb,2111,1,Berlin,2013
806,,-100%,806,806,Sonstige asiatische Länder,Charlottenburg-Wilmersdorf,806,2,Feb,2029,1,Berlin,2013
775,,-100%,775,775,Sonstige europäische Länder,Charlottenburg-Wilmersdorf,775,2,Feb,2072,1,Berlin,2013
907,,-100%,907,907,Sonstige südamerikanische Länder,Charlottenburg-Wilmersdorf,907,2,Feb,2467,1,Berlin,2013
2485,,-100%,2485,2485,Spanien,Charlottenburg-Wilmersdorf,2485,2,Feb,7819,1,Berlin,2013
219,,-100%,219,219,Südafrika,Charlottenburg-Wilmersdorf,219,2,Feb,652,1,Berlin,2013
86,,-100%,86,86,Taiwan,Charlottenburg-Wilmersdorf,86,2,Feb,242,1,Berlin,2013
590,,-100%,590,590,Tschechische Republik,Charlottenburg-Wilmersdorf,590,2,Feb,1273,1,Berlin,2013
744,,-100%,744,744,Türkei,Charlottenburg-Wilmersdorf,744,2,Feb,1954,1,Berlin,2013
310,,-100%,310,310,Ukraine,Charlottenburg-Wilmersdorf,310,2,Feb,791,1,Berlin,2013
334,,-100%,334,334,Ungarn,Charlottenburg-Wilmersdorf,334,2,Feb,919,1,Berlin,2013
2221,,-100%,2221,2221,Vereinigte Staaten,Charlottenburg-Wilmersdorf,2221,2,Feb,5705,1,Berlin,2013
5488,,-100%,5488,5488,Vereinigtes Königreich,Charlottenburg-Wilmersdorf,5488,2,Feb,14984,1,Berlin,2013
61,,-100%,61,61,Zypern,Charlottenburg-Wilmersdorf,61,2,Feb,191,1,Berlin,2013
146,,-100%,146,146,Arabische Golfstaaten,Friedrichshain-Kreuzberg,146,2,Feb,279,1,Berlin,2013
30543,,-100%,30543,30543,Ausland,Friedrichshain-Kreuzberg,30543,2,Feb,84298,1,Berlin,2013
355,,-100%,355,355,Australien,Friedrichshain-Kreuzberg,355,2,Feb,1120,1,Berlin,2013
1046,,-100%,1046,1046,Belgien,Friedrichshain-Kreuzberg,1046,2,Feb,2881,1,Berlin,2013
444,,-100%,444,444,Brasilien,Friedrichshain-Kreuzberg,444,2,Feb,1362,1,Berlin,2013
53,,-100%,53,53,Bulgarien,Friedrichshain-Kreuzberg,53,2,Feb,133,1,Berlin,2013
267,,-100%,267,267,China und Hongkong,Friedrichshain-Kreuzberg,267,2,Feb,847,1,Berlin,2013
1731,,-100%,1731,1731,Dänemark,Friedrichshain-Kreuzberg,1731,2,Feb,4786,1,Berlin,2013
54385,,-100%,54385,54385,Deutschland,Friedrichshain-Kreuzberg,54385,2,Feb,114799,1,Berlin,2013
54385,,-100%,54385,54385,Deutschland,Friedrichshain-Kreuzberg,54385,2,Feb,114799,1,Berlin,2013
63,,-100%,63,63,Estland,Friedrichshain-Kreuzberg,63,2,Feb,167,1,Berlin,2013
359,,-100%,359,359,Finnland,Friedrichshain-Kreuzberg,359,2,Feb,1071,1,Berlin,2013
2598,,-100%,2598,2598,Frankreich,Friedrichshain-Kreuzberg,2598,2,Feb,6905,1,Berlin,2013
224,,-100%,224,224,Griechenland,Friedrichshain-Kreuzberg,224,2,Feb,765,1,Berlin,2013
92,,-100%,92,92,Indien,Friedrichshain-Kreuzberg,92,2,Feb,222,1,Berlin,2013
336,,-100%,336,336,Irland,Friedrichshain-Kreuzberg,336,2,Feb,918,1,Berlin,2013
72,,-100%,72,72,Island,Friedrichshain-Kreuzberg,72,2,Feb,203,1,Berlin,2013
320,,-100%,320,320,Israel,Friedrichshain-Kreuzberg,320,2,Feb,1322,1,Berlin,2013
2706,,-100%,2706,2706,Italien,Friedrichshain-Kreuzberg,2706,2,Feb,8276,1,Berlin,2013
294,,-100%,294,294,Japan,Friedrichshain-Kreuzberg,294,2,Feb,739,1,Berlin,2013
347,,-100%,347,347,Kanada,Friedrichshain-Kreuzberg,347,2,Feb,967,1,Berlin,2013
125,,-100%,125,125,Korean. Republik,Friedrichshain-Kreuzberg,125,2,Feb,412,1,Berlin,2013
38,,-100%,38,38,Kroatien,Friedrichshain-Kreuzberg,38,2,Feb,120,1,Berlin,2013
62,,-100%,62,62,Lettland,Friedrichshain-Kreuzberg,62,2,Feb,134,1,Berlin,2013
87,,-100%,87,87,Litauen,Friedrichshain-Kreuzberg,87,2,Feb,227,1,Berlin,2013
80,,-100%,80,80,Luxemburg,Friedrichshain-Kreuzberg,80,2,Feb,270,1,Berlin,2013
4,,-100%,4,4,Malta,Friedrichshain-Kreuzberg,4,2,Feb,7,1,Berlin,2013
139,,-100%,139,139,Mittelamerika und Karibik,Friedrichshain-Kreuzberg,139,2,Feb,434,1,Berlin,2013
36,,-100%,36,36,Neuseeland und Ozeanien,Friedrichshain-Kreuzberg,36,2,Feb,113,1,Berlin,2013
2253,,-100%,2253,2253,Niederlande,Friedrichshain-Kreuzberg,2253,2,Feb,5921,1,Berlin,2013
722,,-100%,722,722,Norwegen,Friedrichshain-Kreuzberg,722,2,Feb,1995,1,Berlin,2013
503,,-100%,503,503,Ohne Angaben des Wohnsitzes,Friedrichshain-Kreuzberg,503,2,Feb,1107,1,Berlin,2013
965,,-100%,965,965,Österreich,Friedrichshain-Kreuzberg,965,2,Feb,2342,1,Berlin,2013
1145,,-100%,1145,1145,Polen,Friedrichshain-Kreuzberg,1145,2,Feb,2300,1,Berlin,2013
126,,-100%,126,126,Portugal,Friedrichshain-Kreuzberg,126,2,Feb,359,1,Berlin,2013
114,,-100%,114,114,Rumänien,Friedrichshain-Kreuzberg,114,2,Feb,289,1,Berlin,2013
584,,-100%,584,584,Russische Föderation,Friedrichshain-Kreuzberg,584,2,Feb,1765,1,Berlin,2013
736,,-100%,736,736,Schweden,Friedrichshain-Kreuzberg,736,2,Feb,2002,1,Berlin,2013
1509,,-100%,1509,1509,Schweiz,Friedrichshain-Kreuzberg,1509,2,Feb,3990,1,Berlin,2013
30,,-100%,30,30,Slowakische Republik,Friedrichshain-Kreuzberg,30,2,Feb,84,1,Berlin,2013
46,,-100%,46,46,Slowenien,Friedrichshain-Kreuzberg,46,2,Feb,117,1,Berlin,2013
197,,-100%,197,197,Sonstige afrikanische Länder,Friedrichshain-Kreuzberg,197,2,Feb,815,1,Berlin,2013
199,,-100%,199,199,Sonstige asiatische Länder,Friedrichshain-Kreuzberg,199,2,Feb,630,1,Berlin,2013
229,,-100%,229,229,Sonstige europäische Länder,Friedrichshain-Kreuzberg,229,2,Feb,592,1,Berlin,2013
240,,-100%,240,240,Sonstige südamerikanische Länder,Friedrichshain-Kreuzberg,240,2,Feb,694,1,Berlin,2013
1919,,-100%,1919,1919,Spanien,Friedrichshain-Kreuzberg,1919,2,Feb,5323,1,Berlin,2013
69,,-100%,69,69,Südafrika,Friedrichshain-Kreuzberg,69,2,Feb,209,1,Berlin,2013
22,,-100%,22,22,Taiwan,Friedrichshain-Kreuzberg,22,2,Feb,89,1,Berlin,2013
438,,-100%,438,438,Tschechische Republik,Friedrichshain-Kreuzberg,438,2,Feb,904,1,Berlin,2013
221,,-100%,221,221,Türkei,Friedrichshain-Kreuzberg,221,2,Feb,727,1,Berlin,2013
153,,-100%,153,153,Ukraine,Friedrichshain-Kreuzberg,153,2,Feb,283,1,Berlin,2013
153,,-100%,153,153,Ungarn,Friedrichshain-Kreuzberg,153,2,Feb,476,1,Berlin,2013
1455,,-100%,1455,1455,Vereinigte Staaten,Friedrichshain-Kreuzberg,1455,2,Feb,3910,1,Berlin,2013
4486,,-100%,4486,4486,Vereinigtes Königreich,Friedrichshain-Kreuzberg,4486,2,Feb,12680,1,Berlin,2013
5,,-100%,5,5,Zypern,Friedrichshain-Kreuzberg,5,2,Feb,15,1,Berlin,2013
17,,-100%,17,17,Arabische Golfstaaten,Lichtenberg,17,2,Feb,52,1,Berlin,2013
6451,,-100%,6451,6451,Ausland,Lichtenberg,6451,2,Feb,16839,1,Berlin,2013
99,,-100%,99,99,Australien,Lichtenberg,99,2,Feb,215,1,Berlin,2013
262,,-100%,262,262,Belgien,Lichtenberg,262,2,Feb,757,1,Berlin,2013
19,,-100%,19,19,Brasilien,Lichtenberg,19,2,Feb,63,1,Berlin,2013
3,,-100%,3,3,Bulgarien,Lichtenberg,3,2,Feb,4,1,Berlin,2013
481,,-100%,481,481,China und Hongkong,Lichtenberg,481,2,Feb,598,1,Berlin,2013
189,,-100%,189,189,Dänemark,Lichtenberg,189,2,Feb,456,1,Berlin,2013
17854,,-100%,17854,17854,Deutschland,Lichtenberg,17854,2,Feb,36820,1,Berlin,2013
17854,,-100%,17854,17854,Deutschland,Lichtenberg,17854,2,Feb,36820,1,Berlin,2013
5,,-100%,5,5,Estland,Lichtenberg,5,2,Feb,22,1,Berlin,2013
32,,-100%,32,32,Finnland,Lichtenberg,32,2,Feb,88,1,Berlin,2013
119,,-100%,119,119,Frankreich,Lichtenberg,119,2,Feb,252,1,Berlin,2013
19,,-100%,19,19,Griechenland,Lichtenberg,19,2,Feb,84,1,Berlin,2013
5,,-100%,5,5,Indien,Lichtenberg,5,2,Feb,17,1,Berlin,2013
15,,-100%,15,15,Irland,Lichtenberg,15,2,Feb,42,1,Berlin,2013
2,,-100%,2,2,Island,Lichtenberg,2,2,Feb,12,1,Berlin,2013
17,,-100%,17,17,Israel,Lichtenberg,17,2,Feb,57,1,Berlin,2013
827,,-100%,827,827,Italien,Lichtenberg,827,2,Feb,2601,1,Berlin,2013
259,,-100%,259,259,Japan,Lichtenberg,259,2,Feb,389,1,Berlin,2013
4,,-100%,4,4,Kanada,Lichtenberg,4,2,Feb,8,1,Berlin,2013
4,,-100%,4,4,Korean. Republik,Lichtenberg,4,2,Feb,4,1,Berlin,2013
13,,-100%,13,13,Kroatien,Lichtenberg,13,2,Feb,26,1,Berlin,2013
44,,-100%,44,44,Lettland,Lichtenberg,44,2,Feb,84,1,Berlin,2013
40,,-100%,40,40,Litauen,Lichtenberg,40,2,Feb,45,1,Berlin,2013
4,,-100%,4,4,Luxemburg,Lichtenberg,4,2,Feb,10,1,Berlin,2013
7,,-100%,7,7,Mittelamerika und Karibik,Lichtenberg,7,2,Feb,18,1,Berlin,2013
1,,-100%,1,1,Neuseeland und Ozeanien,Lichtenberg,1,2,Feb,2,1,Berlin,2013
864,,-100%,864,864,Niederlande,Lichtenberg,864,2,Feb,2397,1,Berlin,2013
183,,-100%,183,183,Norwegen,Lichtenberg,183,2,Feb,437,1,Berlin,2013
39,,-100%,39,39,Ohne Angaben des Wohnsitzes,Lichtenberg,39,2,Feb,59,1,Berlin,2013
169,,-100%,169,169,Österreich,Lichtenberg,169,2,Feb,464,1,Berlin,2013
171,,-100%,171,171,Polen,Lichtenberg,171,2,Feb,318,1,Berlin,2013
7,,-100%,7,7,Portugal,Lichtenberg,7,2,Feb,809,1,Berlin,2013
21,,-100%,21,21,Rumänien,Lichtenberg,21,2,Feb,54,1,Berlin,2013
186,,-100%,186,186,Russische Föderation,Lichtenberg,186,2,Feb,363,1,Berlin,2013
185,,-100%,185,185,Schweden,Lichtenberg,185,2,Feb,340,1,Berlin,2013
142,,-100%,142,142,Schweiz,Lichtenberg,142,2,Feb,480,1,Berlin,2013
14,,-100%,14,14,Slowakische Republik,Lichtenberg,14,2,Feb,53,1,Berlin,2013
2,,-100%,2,2,Slowenien,Lichtenberg,2,2,Feb,4,1,Berlin,2013
12,,-100%,12,12,Sonstige afrikanische Länder,Lichtenberg,12,2,Feb,73,1,Berlin,2013
97,,-100%,97,97,Sonstige asiatische Länder,Lichtenberg,97,2,Feb,249,1,Berlin,2013
58,,-100%,58,58,Sonstige europäische Länder,Lichtenberg,58,2,Feb,155,1,Berlin,2013
27,,-100%,27,27,Sonstige südamerikanische Länder,Lichtenberg,27,2,Feb,84,1,Berlin,2013
448,,-100%,448,448,Spanien,Lichtenberg,448,2,Feb,1405,1,Berlin,2013
5,,-100%,5,5,Südafrika,Lichtenberg,5,2,Feb,8,1,Berlin,2013
154,,-100%,154,154,Tschechische Republik,Lichtenberg,154,2,Feb,270,1,Berlin,2013
20,,-100%,20,20,Türkei,Lichtenberg,20,2,Feb,55,1,Berlin,2013
8,,-100%,8,8,Ukraine,Lichtenberg,8,2,Feb,16,1,Berlin,2013
52,,-100%,52,52,Ungarn,Lichtenberg,52,2,Feb,119,1,Berlin,2013
234,,-100%,234,234,Vereinigte Staaten,Lichtenberg,234,2,Feb,491,1,Berlin,2013
858,,-100%,858,858,Vereinigtes Königreich,Lichtenberg,858,2,Feb,2209,1,Berlin,2013
8,,-100%,8,8,Zypern,Lichtenberg,8,2,Feb,16,1,Berlin,2013
609,,-100%,609,609,Ausland,Marzahn-Hellersdorf,609,2,Feb,2105,1,Berlin,2013
5,,-100%,5,5,Belgien,Marzahn-Hellersdorf,5,2,Feb,12,1,Berlin,2013
2,,-100%,2,2,Brasilien,Marzahn-Hellersdorf,2,2,Feb,4,1,Berlin,2013
4,,-100%,4,4,Bulgarien,Marzahn-Hellersdorf,4,2,Feb,17,1,Berlin,2013
4,,-100%,4,4,China und Hongkong,Marzahn-Hellersdorf,4,2,Feb,8,1,Berlin,2013
9,,-100%,9,9,Dänemark,Marzahn-Hellersdorf,9,2,Feb,19,1,Berlin,2013
2829,,-100%,2829,2829,Deutschland,Marzahn-Hellersdorf,2829,2,Feb,7319,1,Berlin,2013
2829,,-100%,2829,2829,Deutschland,Marzahn-Hellersdorf,2829,2,Feb,7319,1,Berlin,2013
1,,-100%,1,1,Estland,Marzahn-Hellersdorf,1,2,Feb,1,1,Berlin,2013
5,,-100%,5,5,Finnland,Marzahn-Hellersdorf,5,2,Feb,23,1,Berlin,2013
12,,-100%,12,12,Frankreich,Marzahn-Hellersdorf,12,2,Feb,43,1,Berlin,2013
13,,-100%,13,13,Griechenland,Marzahn-Hellersdorf,13,2,Feb,27,1,Berlin,2013
7,,-100%,7,7,Indien,Marzahn-Hellersdorf,7,2,Feb,10,1,Berlin,2013
2,,-100%,2,2,Irland,Marzahn-Hellersdorf,2,2,Feb,2,1,Berlin,2013
27,,-100%,27,27,Italien,Marzahn-Hellersdorf,27,2,Feb,80,1,Berlin,2013
8,,-100%,8,8,Japan,Marzahn-Hellersdorf,8,2,Feb,20,1,Berlin,2013
1,,-100%,1,1,Lettland,Marzahn-Hellersdorf,1,2,Feb,3,1,Berlin,2013
11,,-100%,11,11,Litauen,Marzahn-Hellersdorf,11,2,Feb,23,1,Berlin,2013
10,,-100%,10,10,Niederlande,Marzahn-Hellersdorf,10,2,Feb,60,1,Berlin,2013
5,,-100%,5,5,Österreich,Marzahn-Hellersdorf,5,2,Feb,15,1,Berlin,2013
185,,-100%,185,185,Polen,Marzahn-Hellersdorf,185,2,Feb,814,1,Berlin,2013
40,,-100%,40,40,Portugal,Marzahn-Hellersdorf,40,2,Feb,178,1,Berlin,2013
6,,-100%,6,6,Rumänien,Marzahn-Hellersdorf,6,2,Feb,14,1,Berlin,2013
144,,-100%,144,144,Russische Föderation,Marzahn-Hellersdorf,144,2,Feb,296,1,Berlin,2013
13,,-100%,13,13,Schweden,Marzahn-Hellersdorf,13,2,Feb,26,1,Berlin,2013
4,,-100%,4,4,Schweiz,Marzahn-Hellersdorf,4,2,Feb,40,1,Berlin,2013
1,,-100%,1,1,Sonstige asiatische Länder,Marzahn-Hellersdorf,1,2,Feb,1,1,Berlin,2013
6,,-100%,6,6,Sonstige europäische Länder,Marzahn-Hellersdorf,6,2,Feb,6,1,Berlin,2013
24,,-100%,24,24,Spanien,Marzahn-Hellersdorf,24,2,Feb,112,1,Berlin,2013
1,,-100%,1,1,Tschechische Republik,Marzahn-Hellersdorf,1,2,Feb,1,1,Berlin,2013
21,,-100%,21,21,Türkei,Marzahn-Hellersdorf,21,2,Feb,141,1,Berlin,2013
6,,-100%,6,6,Ukraine,Marzahn-Hellersdorf,6,2,Feb,8,1,Berlin,2013
4,,-100%,4,4,Ungarn,Marzahn-Hellersdorf,4,2,Feb,15,1,Berlin,2013
7,,-100%,7,7,Vereinigte Staaten,Marzahn-Hellersdorf,7,2,Feb,16,1,Berlin,2013
21,,-100%,21,21,Vereinigtes Königreich,Marzahn-Hellersdorf,21,2,Feb,70,1,Berlin,2013
1038,,-100%,1038,1038,Arabische Golfstaaten,Mitte,1038,2,Feb,3074,1,Berlin,2013
121378,,-99%,121378,121378,Ausland,Mitte,121378,2,Feb,313870,1,Berlin,2013
1374,,-100%,1374,1374,Australien,Mitte,1374,2,Feb,4140,1,Berlin,2013
3277,,-100%,3277,3277,Belgien,Mitte,3277,2,Feb,8221,1,Berlin,2013
2180,,-100%,2180,2180,Brasilien,Mitte,2180,2,Feb,7294,1,Berlin,2013
232,,-100%,232,232,Bulgarien,Mitte,232,2,Feb,603,1,Berlin,2013
1599,,-100%,1599,1599,China und Hongkong,Mitte,1599,2,Feb,4578,1,Berlin,2013
4515,,-100%,4515,4515,Dänemark,Mitte,4515,2,Feb,11829,1,Berlin,2013
169619,,-99%,169619,169619,Deutschland,Mitte,169619,2,Feb,330175,1,Berlin,2013
169619,,-99%,169619,169619,Deutschland,Mitte,169619,2,Feb,330175,1,Berlin,2013
150,,-100%,150,150,Estland,Mitte,150,2,Feb,321,1,Berlin,2013
1589,,-100%,1589,1589,Finnland,Mitte,1589,2,Feb,4198,1,Berlin,2013
7885,,-100%,7885,7885,Frankreich,Mitte,7885,2,Feb,20329,1,Berlin,2013
1665,,-100%,1665,1665,Griechenland,Mitte,1665,2,Feb,4920,1,Berlin,2013
451,,-100%,451,451,Indien,Mitte,451,2,Feb,1149,1,Berlin,2013
1255,,-100%,1255,1255,Irland,Mitte,1255,2,Feb,3515,1,Berlin,2013
174,,-100%,174,174,Island,Mitte,174,2,Feb,466,1,Berlin,2013
1567,,-100%,1567,1567,Israel,Mitte,1567,2,Feb,4293,1,Berlin,2013
9317,,-100%,9317,9317,Italien,Mitte,9317,2,Feb,25083,1,Berlin,2013
1570,,-100%,1570,1570,Japan,Mitte,1570,2,Feb,3650,1,Berlin,2013
1187,,-100%,1187,1187,Kanada,Mitte,1187,2,Feb,3222,1,Berlin,2013
432,,-100%,432,432,Korean. Republik,Mitte,432,2,Feb,1331,1,Berlin,2013
99,,-100%,99,99,Kroatien,Mitte,99,2,Feb,271,1,Berlin,2013
214,,-100%,214,214,Lettland,Mitte,214,2,Feb,374,1,Berlin,2013
135,,-100%,135,135,Litauen,Mitte,135,2,Feb,316,1,Berlin,2013
356,,-100%,356,356,Luxemburg,Mitte,356,2,Feb,880,1,Berlin,2013
55,,-100%,55,55,Malta,Mitte,55,2,Feb,121,1,Berlin,2013
480,,-100%,480,480,Mittelamerika und Karibik,Mitte,480,2,Feb,1345,1,Berlin,2013
233,,-100%,233,233,Neuseeland und Ozeanien,Mitte,233,2,Feb,562,1,Berlin,2013
6058,,-100%,6058,6058,Niederlande,Mitte,6058,2,Feb,14506,1,Berlin,2013
2538,,-100%,2538,2538,Norwegen,Mitte,2538,2,Feb,6546,1,Berlin,2013
6045,,-100%,6045,6045,Ohne Angaben des Wohnsitzes,Mitte,6045,2,Feb,12722,1,Berlin,2013
3554,,-100%,3554,3554,Österreich,Mitte,3554,2,Feb,8890,1,Berlin,2013
2398,,-100%,2398,2398,Polen,Mitte,2398,2,Feb,4668,1,Berlin,2013
610,,-100%,610,610,Portugal,Mitte,610,2,Feb,1681,1,Berlin,2013
312,,-100%,312,312,Rumänien,Mitte,312,2,Feb,1004,1,Berlin,2013
4604,,-100%,4604,4604,Russische Föderation,Mitte,4604,2,Feb,13476,1,Berlin,2013
2896,,-100%,2896,2896,Schweden,Mitte,2896,2,Feb,6605,1,Berlin,2013
5929,,-100%,5929,5929,Schweiz,Mitte,5929,2,Feb,14129,1,Berlin,2013
215,,-100%,215,215,Slowakische Republik,Mitte,215,2,Feb,567,1,Berlin,2013
152,,-100%,152,152,Slowenien,Mitte,152,2,Feb,348,1,Berlin,2013
909,,-100%,909,909,Sonstige afrikanische Länder,Mitte,909,2,Feb,2949,1,Berlin,2013
1216,,-100%,1216,1216,Sonstige asiatische Länder,Mitte,1216,2,Feb,3574,1,Berlin,2013
