Calculation1,Max Highlight Label,Compared to 2010,Min,Max,Country of Origin,County/District,Guests,Mo,Month,Nights,Number of Records,State,Year
18,,-100%,18,18,Ungarn,Neukölln,18,2,Feb,43,1,Berlin,2011
41,,-100%,41,41,Vereinigte Staaten,Neukölln,41,2,Feb,178,1,Berlin,2011
370,,-100%,370,370,Vereinigtes Königreich,Neukölln,370,2,Feb,698,1,Berlin,2011
6,,-100%,6,6,Arabische Golfstaaten,Pankow,6,2,Feb,11,1,Berlin,2011
12441,,-100%,12441,12441,Ausland,Pankow,12441,2,Feb,37674,1,Berlin,2011
174,,-100%,174,174,Australien,Pankow,174,2,Feb,547,1,Berlin,2011
201,,-100%,201,201,Belgien,Pankow,201,2,Feb,612,1,Berlin,2011
329,,-100%,329,329,Brasilien,Pankow,329,2,Feb,1375,1,Berlin,2011
25,,-100%,25,25,Bulgarien,Pankow,25,2,Feb,55,1,Berlin,2011
95,,-100%,95,95,China und Hongkong,Pankow,95,2,Feb,224,1,Berlin,2011
619,,-100%,619,619,Dänemark,Pankow,619,2,Feb,1755,1,Berlin,2011
18022,,-100%,18022,18022,Deutschland,Pankow,18022,2,Feb,39153,1,Berlin,2011
18022,,-100%,18022,18022,Deutschland,Pankow,18022,2,Feb,39153,1,Berlin,2011
5,,-100%,5,5,Estland,Pankow,5,2,Feb,8,1,Berlin,2011
151,,-100%,151,151,Finnland,Pankow,151,2,Feb,409,1,Berlin,2011
889,,-100%,889,889,Frankreich,Pankow,889,2,Feb,2611,1,Berlin,2011
162,,-100%,162,162,Griechenland,Pankow,162,2,Feb,500,1,Berlin,2011
12,,-100%,12,12,Indien,Pankow,12,2,Feb,56,1,Berlin,2011
340,,-100%,340,340,Irland,Pankow,340,2,Feb,878,1,Berlin,2011
31,,-100%,31,31,Island,Pankow,31,2,Feb,88,1,Berlin,2011
36,,-100%,36,36,Israel,Pankow,36,2,Feb,118,1,Berlin,2011
1038,,-100%,1038,1038,Italien,Pankow,1038,2,Feb,3287,1,Berlin,2011
35,,-100%,35,35,Sonstige südamerikanische Länder,Treptow-Köpenick,35,4,Apr,55,1,Berlin,2013
78,,-100%,78,78,Spanien,Treptow-Köpenick,78,4,Apr,197,1,Berlin,2013
17,,-100%,17,17,Südafrika,Treptow-Köpenick,17,4,Apr,113,1,Berlin,2013
21,,-100%,21,21,Taiwan,Treptow-Köpenick,21,4,Apr,42,1,Berlin,2013
56,,-100%,56,56,Tschechische Republik,Treptow-Köpenick,56,4,Apr,126,1,Berlin,2013
15,,-100%,15,15,Türkei,Treptow-Köpenick,15,4,Apr,32,1,Berlin,2013
33,,-100%,33,33,Ukraine,Treptow-Köpenick,33,4,Apr,75,1,Berlin,2013
31,,-100%,31,31,Ungarn,Treptow-Köpenick,31,4,Apr,69,1,Berlin,2013
113,,-100%,113,113,Vereinigte Staaten,Treptow-Köpenick,113,4,Apr,301,1,Berlin,2013
512,,-100%,512,512,Vereinigtes Königreich,Treptow-Köpenick,512,4,Apr,1705,1,Berlin,2013
2,,-100%,2,2,Zypern,Treptow-Köpenick,2,4,Apr,3,1,Berlin,2013
621,,-100%,621,621,Arabische Golfstaaten,Charlottenburg-Wilmersdorf,621,5,May,1867,1,Berlin,2013
91608,,-99%,91608,91608,Ausland,Charlottenburg-Wilmersdorf,91608,5,May,245667,1,Berlin,2013
918,,-100%,918,918,Australien,Charlottenburg-Wilmersdorf,918,5,May,2465,1,Berlin,2013
1671,,-100%,1671,1671,Belgien,Charlottenburg-Wilmersdorf,1671,5,May,4434,1,Berlin,2013
1386,,-100%,1386,1386,Brasilien,Charlottenburg-Wilmersdorf,1386,5,May,3659,1,Berlin,2013
245,,-100%,245,245,Bulgarien,Charlottenburg-Wilmersdorf,245,5,May,627,1,Berlin,2013
1036,,-100%,1036,1036,China und Hongkong,Charlottenburg-Wilmersdorf,1036,5,May,2074,1,Berlin,2013
7779,,-100%,7779,7779,Dänemark,Charlottenburg-Wilmersdorf,7779,5,May,20959,1,Berlin,2013
132664,,-99%,132664,132664,Deutschland,Charlottenburg-Wilmersdorf,132664,5,May,292816,1,Berlin,2013
132664,,-99%,132664,132664,Deutschland,Charlottenburg-Wilmersdorf,132664,5,May,292816,1,Berlin,2013
112,,-100%,112,112,Estland,Charlottenburg-Wilmersdorf,112,5,May,372,1,Berlin,2013
1778,,-100%,1778,1778,Finnland,Charlottenburg-Wilmersdorf,1778,5,May,5409,1,Berlin,2013
4974,,-100%,4974,4974,Frankreich,Charlottenburg-Wilmersdorf,4974,5,May,12878,1,Berlin,2013
354,,-100%,354,354,Griechenland,Charlottenburg-Wilmersdorf,354,5,May,1187,1,Berlin,2013
370,,-100%,370,370,Indien,Charlottenburg-Wilmersdorf,370,5,May,829,1,Berlin,2013
361,,-100%,361,361,Irland,Charlottenburg-Wilmersdorf,361,5,May,961,1,Berlin,2013
226,,-100%,226,226,Island,Charlottenburg-Wilmersdorf,226,5,May,680,1,Berlin,2013
3142,,-100%,3142,3142,Israel,Charlottenburg-Wilmersdorf,3142,5,May,11437,1,Berlin,2013
3631,,-100%,3631,3631,Italien,Charlottenburg-Wilmersdorf,3631,5,May,10159,1,Berlin,2013
719,,-100%,719,719,Japan,Charlottenburg-Wilmersdorf,719,5,May,1834,1,Berlin,2013
788,,-100%,788,788,Kanada,Charlottenburg-Wilmersdorf,788,5,May,2455,1,Berlin,2013
185,,-100%,185,185,Korean. Republik,Charlottenburg-Wilmersdorf,185,5,May,486,1,Berlin,2013
76,,-100%,76,76,Kroatien,Charlottenburg-Wilmersdorf,76,5,May,205,1,Berlin,2013
361,,-100%,361,361,Lettland,Charlottenburg-Wilmersdorf,361,5,May,716,1,Berlin,2013
206,,-100%,206,206,Litauen,Charlottenburg-Wilmersdorf,206,5,May,512,1,Berlin,2013
388,,-100%,388,388,Luxemburg,Charlottenburg-Wilmersdorf,388,5,May,1180,1,Berlin,2013
14,,-100%,14,14,Malta,Charlottenburg-Wilmersdorf,14,5,May,29,1,Berlin,2013
318,,-100%,318,318,Mittelamerika und Karibik,Charlottenburg-Wilmersdorf,318,5,May,835,1,Berlin,2013
154,,-100%,154,154,Neuseeland und Ozeanien,Charlottenburg-Wilmersdorf,154,5,May,403,1,Berlin,2013
7557,,-100%,7557,7557,Niederlande,Charlottenburg-Wilmersdorf,7557,5,May,21506,1,Berlin,2013
2873,,-100%,2873,2873,Norwegen,Charlottenburg-Wilmersdorf,2873,5,May,7698,1,Berlin,2013
2950,,-100%,2950,2950,Ohne Angaben des Wohnsitzes,Charlottenburg-Wilmersdorf,2950,5,May,6833,1,Berlin,2013
3816,,-100%,3816,3816,Österreich,Charlottenburg-Wilmersdorf,3816,5,May,9734,1,Berlin,2013
3735,,-100%,3735,3735,Polen,Charlottenburg-Wilmersdorf,3735,5,May,7765,1,Berlin,2013
217,,-100%,217,217,Portugal,Charlottenburg-Wilmersdorf,217,5,May,565,1,Berlin,2013
379,,-100%,379,379,Rumänien,Charlottenburg-Wilmersdorf,379,5,May,996,1,Berlin,2013
6518,,-100%,6518,6518,Russische Föderation,Charlottenburg-Wilmersdorf,6518,5,May,18477,1,Berlin,2013
4571,,-100%,4571,4571,Schweden,Charlottenburg-Wilmersdorf,4571,5,May,12805,1,Berlin,2013
4973,,-100%,4973,4973,Schweiz,Charlottenburg-Wilmersdorf,4973,5,May,13366,1,Berlin,2013
130,,-100%,130,130,Slowakische Republik,Charlottenburg-Wilmersdorf,130,5,May,262,1,Berlin,2013
87,,-100%,87,87,Slowenien,Charlottenburg-Wilmersdorf,87,5,May,282,1,Berlin,2013
428,,-100%,428,428,Sonstige afrikanische Länder,Charlottenburg-Wilmersdorf,428,5,May,1841,1,Berlin,2013
1300,,-100%,1300,1300,Sonstige asiatische Länder,Charlottenburg-Wilmersdorf,1300,5,May,2798,1,Berlin,2013
1112,,-100%,1112,1112,Sonstige europäische Länder,Charlottenburg-Wilmersdorf,1112,5,May,2578,1,Berlin,2013
800,,-100%,800,800,Sonstige südamerikanische Länder,Charlottenburg-Wilmersdorf,800,5,May,2202,1,Berlin,2013
3310,,-100%,3310,3310,Spanien,Charlottenburg-Wilmersdorf,3310,5,May,9312,1,Berlin,2013
114,,-100%,114,114,Südafrika,Charlottenburg-Wilmersdorf,114,5,May,315,1,Berlin,2013
100,,-100%,100,100,Taiwan,Charlottenburg-Wilmersdorf,100,5,May,223,1,Berlin,2013
751,,-100%,751,751,Tschechische Republik,Charlottenburg-Wilmersdorf,751,5,May,1551,1,Berlin,2013
756,,-100%,756,756,Türkei,Charlottenburg-Wilmersdorf,756,5,May,1863,1,Berlin,2013
522,,-100%,522,522,Ukraine,Charlottenburg-Wilmersdorf,522,5,May,1285,1,Berlin,2013
236,,-100%,236,236,Ungarn,Charlottenburg-Wilmersdorf,236,5,May,578,1,Berlin,2013
6831,,-100%,6831,6831,Vereinigte Staaten,Charlottenburg-Wilmersdorf,6831,5,May,16818,1,Berlin,2013
5698,,-100%,5698,5698,Vereinigtes Königreich,Charlottenburg-Wilmersdorf,5698,5,May,15265,1,Berlin,2013
31,,-100%,31,31,Zypern,Charlottenburg-Wilmersdorf,31,5,May,97,1,Berlin,2013
271,,-100%,271,271,Arabische Golfstaaten,Friedrichshain-Kreuzberg,271,5,May,417,1,Berlin,2013
45776,,-100%,45776,45776,Ausland,Friedrichshain-Kreuzberg,45776,5,May,125698,1,Berlin,2013
783,,-100%,783,783,Australien,Friedrichshain-Kreuzberg,783,5,May,2073,1,Berlin,2013
976,,-100%,976,976,Belgien,Friedrichshain-Kreuzberg,976,5,May,2839,1,Berlin,2013
785,,-100%,785,785,Brasilien,Friedrichshain-Kreuzberg,785,5,May,2207,1,Berlin,2013
109,,-100%,109,109,Bulgarien,Friedrichshain-Kreuzberg,109,5,May,243,1,Berlin,2013
320,,-100%,320,320,China und Hongkong,Friedrichshain-Kreuzberg,320,5,May,688,1,Berlin,2013
2323,,-100%,2323,2323,Dänemark,Friedrichshain-Kreuzberg,2323,5,May,7553,1,Berlin,2013
90637,,-99%,90637,90637,Deutschland,Friedrichshain-Kreuzberg,90637,5,May,203887,1,Berlin,2013
90637,,-99%,90637,90637,Deutschland,Friedrichshain-Kreuzberg,90637,5,May,203887,1,Berlin,2013
116,,-100%,116,116,Estland,Friedrichshain-Kreuzberg,116,5,May,174,1,Berlin,2013
809,,-100%,809,809,Finnland,Friedrichshain-Kreuzberg,809,5,May,2310,1,Berlin,2013
3845,,-100%,3845,3845,Frankreich,Friedrichshain-Kreuzberg,3845,5,May,11101,1,Berlin,2013
231,,-100%,231,231,Griechenland,Friedrichshain-Kreuzberg,231,5,May,704,1,Berlin,2013
115,,-100%,115,115,Indien,Friedrichshain-Kreuzberg,115,5,May,278,1,Berlin,2013
426,,-100%,426,426,Irland,Friedrichshain-Kreuzberg,426,5,May,1120,1,Berlin,2013
128,,-100%,128,128,Island,Friedrichshain-Kreuzberg,128,5,May,628,1,Berlin,2013
701,,-100%,701,701,Israel,Friedrichshain-Kreuzberg,701,5,May,3860,1,Berlin,2013
3070,,-100%,3070,3070,Italien,Friedrichshain-Kreuzberg,3070,5,May,8596,1,Berlin,2013
181,,-100%,181,181,Japan,Friedrichshain-Kreuzberg,181,5,May,455,1,Berlin,2013
591,,-100%,591,591,Kanada,Friedrichshain-Kreuzberg,591,5,May,1679,1,Berlin,2013
62,,-100%,62,62,Korean. Republik,Friedrichshain-Kreuzberg,62,5,May,172,1,Berlin,2013
96,,-100%,96,96,Kroatien,Friedrichshain-Kreuzberg,96,5,May,284,1,Berlin,2013
43,,-100%,43,43,Lettland,Friedrichshain-Kreuzberg,43,5,May,67,1,Berlin,2013
58,,-100%,58,58,Litauen,Friedrichshain-Kreuzberg,58,5,May,169,1,Berlin,2013
273,,-100%,273,273,Luxemburg,Friedrichshain-Kreuzberg,273,5,May,742,1,Berlin,2013
11,,-100%,11,11,Malta,Friedrichshain-Kreuzberg,11,5,May,40,1,Berlin,2013
234,,-100%,234,234,Mittelamerika und Karibik,Friedrichshain-Kreuzberg,234,5,May,572,1,Berlin,2013
147,,-100%,147,147,Neuseeland und Ozeanien,Friedrichshain-Kreuzberg,147,5,May,550,1,Berlin,2013
4543,,-100%,4543,4543,Niederlande,Friedrichshain-Kreuzberg,4543,5,May,12213,1,Berlin,2013
814,,-100%,814,814,Norwegen,Friedrichshain-Kreuzberg,814,5,May,2489,1,Berlin,2013
1170,,-100%,1170,1170,Ohne Angaben des Wohnsitzes,Friedrichshain-Kreuzberg,1170,5,May,2890,1,Berlin,2013
1670,,-100%,1670,1670,Österreich,Friedrichshain-Kreuzberg,1670,5,May,4155,1,Berlin,2013
2166,,-100%,2166,2166,Polen,Friedrichshain-Kreuzberg,2166,5,May,4881,1,Berlin,2013
148,,-100%,148,148,Portugal,Friedrichshain-Kreuzberg,148,5,May,449,1,Berlin,2013
123,,-100%,123,123,Rumänien,Friedrichshain-Kreuzberg,123,5,May,368,1,Berlin,2013
1020,,-100%,1020,1020,Russische Föderation,Friedrichshain-Kreuzberg,1020,5,May,2789,1,Berlin,2013
2244,,-100%,2244,2244,Schweden,Friedrichshain-Kreuzberg,2244,5,May,6461,1,Berlin,2013
2512,,-100%,2512,2512,Schweiz,Friedrichshain-Kreuzberg,2512,5,May,6986,1,Berlin,2013
75,,-100%,75,75,Slowakische Republik,Friedrichshain-Kreuzberg,75,5,May,180,1,Berlin,2013
37,,-100%,37,37,Slowenien,Friedrichshain-Kreuzberg,37,5,May,109,1,Berlin,2013
206,,-100%,206,206,Sonstige afrikanische Länder,Friedrichshain-Kreuzberg,206,5,May,419,1,Berlin,2013
187,,-100%,187,187,Sonstige asiatische Länder,Friedrichshain-Kreuzberg,187,5,May,496,1,Berlin,2013
562,,-100%,562,562,Sonstige europäische Länder,Friedrichshain-Kreuzberg,562,5,May,1007,1,Berlin,2013
452,,-100%,452,452,Sonstige südamerikanische Länder,Friedrichshain-Kreuzberg,452,5,May,1300,1,Berlin,2013
1813,,-100%,1813,1813,Spanien,Friedrichshain-Kreuzberg,1813,5,May,5334,1,Berlin,2013
24,,-100%,24,24,Südafrika,Friedrichshain-Kreuzberg,24,5,May,63,1,Berlin,2013
44,,-100%,44,44,Taiwan,Friedrichshain-Kreuzberg,44,5,May,130,1,Berlin,2013
399,,-100%,399,399,Tschechische Republik,Friedrichshain-Kreuzberg,399,5,May,881,1,Berlin,2013
220,,-100%,220,220,Türkei,Friedrichshain-Kreuzberg,220,5,May,517,1,Berlin,2013
141,,-100%,141,141,Ukraine,Friedrichshain-Kreuzberg,141,5,May,325,1,Berlin,2013
207,,-100%,207,207,Ungarn,Friedrichshain-Kreuzberg,207,5,May,670,1,Berlin,2013
2400,,-100%,2400,2400,Vereinigte Staaten,Friedrichshain-Kreuzberg,2400,5,May,6240,1,Berlin,2013
5874,,-100%,5874,5874,Vereinigtes Königreich,Friedrichshain-Kreuzberg,5874,5,May,14707,1,Berlin,2013
21,,-100%,21,21,Zypern,Friedrichshain-Kreuzberg,21,5,May,118,1,Berlin,2013
6,,-100%,6,6,Arabische Golfstaaten,Lichtenberg,6,5,May,24,1,Berlin,2013
13930,,-100%,13930,13930,Ausland,Lichtenberg,13930,5,May,33917,1,Berlin,2013
139,,-100%,139,139,Australien,Lichtenberg,139,5,May,447,1,Berlin,2013
405,,-100%,405,405,Belgien,Lichtenberg,405,5,May,1179,1,Berlin,2013
219,,-100%,219,219,Brasilien,Lichtenberg,219,5,May,795,1,Berlin,2013
34,,-100%,34,34,Bulgarien,Lichtenberg,34,5,May,80,1,Berlin,2013
1280,,-100%,1280,1280,China und Hongkong,Lichtenberg,1280,5,May,1582,1,Berlin,2013
1016,,-100%,1016,1016,Dänemark,Lichtenberg,1016,5,May,2448,1,Berlin,2013
26820,,-100%,26820,26820,Deutschland,Lichtenberg,26820,5,May,62037,1,Berlin,2013
26820,,-100%,26820,26820,Deutschland,Lichtenberg,26820,5,May,62037,1,Berlin,2013
7,,-100%,7,7,Estland,Lichtenberg,7,5,May,26,1,Berlin,2013
30,,-100%,30,30,Finnland,Lichtenberg,30,5,May,98,1,Berlin,2013
470,,-100%,470,470,Frankreich,Lichtenberg,470,5,May,1104,1,Berlin,2013
16,,-100%,16,16,Griechenland,Lichtenberg,16,5,May,65,1,Berlin,2013
47,,-100%,47,47,Indien,Lichtenberg,47,5,May,102,1,Berlin,2013
23,,-100%,23,23,Irland,Lichtenberg,23,5,May,53,1,Berlin,2013
12,,-100%,12,12,Island,Lichtenberg,12,5,May,48,1,Berlin,2013
252,,-100%,252,252,Israel,Lichtenberg,252,5,May,1342,1,Berlin,2013
580,,-100%,580,580,Italien,Lichtenberg,580,5,May,1709,1,Berlin,2013
799,,-100%,799,799,Japan,Lichtenberg,799,5,May,1130,1,Berlin,2013
27,,-100%,27,27,Kanada,Lichtenberg,27,5,May,68,1,Berlin,2013
21,,-100%,21,21,Korean. Republik,Lichtenberg,21,5,May,41,1,Berlin,2013
58,,-100%,58,58,Kroatien,Lichtenberg,58,5,May,216,1,Berlin,2013
66,,-100%,66,66,Lettland,Lichtenberg,66,5,May,115,1,Berlin,2013
48,,-100%,48,48,Litauen,Lichtenberg,48,5,May,111,1,Berlin,2013
21,,-100%,21,21,Luxemburg,Lichtenberg,21,5,May,83,1,Berlin,2013
13,,-100%,13,13,Malta,Lichtenberg,13,5,May,30,1,Berlin,2013
24,,-100%,24,24,Mittelamerika und Karibik,Lichtenberg,24,5,May,127,1,Berlin,2013
3,,-100%,3,3,Neuseeland und Ozeanien,Lichtenberg,3,5,May,3,1,Berlin,2013
2047,,-100%,2047,2047,Niederlande,Lichtenberg,2047,5,May,6293,1,Berlin,2013
174,,-100%,174,174,Norwegen,Lichtenberg,174,5,May,364,1,Berlin,2013
56,,-100%,56,56,Ohne Angaben des Wohnsitzes,Lichtenberg,56,5,May,120,1,Berlin,2013
491,,-100%,491,491,Österreich,Lichtenberg,491,5,May,1243,1,Berlin,2013
454,,-100%,454,454,Polen,Lichtenberg,454,5,May,1069,1,Berlin,2013
19,,-100%,19,19,Portugal,Lichtenberg,19,5,May,238,1,Berlin,2013
13,,-100%,13,13,Rumänien,Lichtenberg,13,5,May,26,1,Berlin,2013
446,,-100%,446,446,Russische Föderation,Lichtenberg,446,5,May,1096,1,Berlin,2013
275,,-100%,275,275,Schweden,Lichtenberg,275,5,May,627,1,Berlin,2013
184,,-100%,184,184,Schweiz,Lichtenberg,184,5,May,624,1,Berlin,2013
20,,-100%,20,20,Slowakische Republik,Lichtenberg,20,5,May,68,1,Berlin,2013
165,,-100%,165,165,Slowenien,Lichtenberg,165,5,May,186,1,Berlin,2013
16,,-100%,16,16,Sonstige afrikanische Länder,Lichtenberg,16,5,May,41,1,Berlin,2013
179,,-100%,179,179,Sonstige asiatische Länder,Lichtenberg,179,5,May,283,1,Berlin,2013
106,,-100%,106,106,Sonstige europäische Länder,Lichtenberg,106,5,May,686,1,Berlin,2013
67,,-100%,67,67,Sonstige südamerikanische Länder,Lichtenberg,67,5,May,115,1,Berlin,2013
851,,-100%,851,851,Spanien,Lichtenberg,851,5,May,2159,1,Berlin,2013
1,,-100%,1,1,Südafrika,Lichtenberg,1,5,May,6,1,Berlin,2013
39,,-100%,39,39,Taiwan,Lichtenberg,39,5,May,39,1,Berlin,2013
410,,-100%,410,410,Tschechische Republik,Lichtenberg,410,5,May,645,1,Berlin,2013
272,,-100%,272,272,Türkei,Lichtenberg,272,5,May,477,1,Berlin,2013
57,,-100%,57,57,Ukraine,Lichtenberg,57,5,May,65,1,Berlin,2013
63,,-100%,63,63,Ungarn,Lichtenberg,63,5,May,215,1,Berlin,2013
551,,-100%,551,551,Vereinigte Staaten,Lichtenberg,551,5,May,1303,1,Berlin,2013
1353,,-100%,1353,1353,Vereinigtes Königreich,Lichtenberg,1353,5,May,2886,1,Berlin,2013
5,,-100%,5,5,Zypern,Lichtenberg,5,5,May,17,1,Berlin,2013
1989,,-100%,1989,1989,Ausland,Marzahn-Hellersdorf,1989,5,May,5381,1,Berlin,2013
14,,-100%,14,14,Belgien,Marzahn-Hellersdorf,14,5,May,24,1,Berlin,2013
14,,-100%,14,14,Brasilien,Marzahn-Hellersdorf,14,5,May,30,1,Berlin,2013
14,,-100%,14,14,Bulgarien,Marzahn-Hellersdorf,14,5,May,121,1,Berlin,2013
5,,-100%,5,5,China und Hongkong,Marzahn-Hellersdorf,5,5,May,5,1,Berlin,2013
28,,-100%,28,28,Dänemark,Marzahn-Hellersdorf,28,5,May,60,1,Berlin,2013
7079,,-100%,7079,7079,Deutschland,Marzahn-Hellersdorf,7079,5,May,16067,1,Berlin,2013
7079,,-100%,7079,7079,Deutschland,Marzahn-Hellersdorf,7079,5,May,16067,1,Berlin,2013
10,,-100%,10,10,Estland,Marzahn-Hellersdorf,10,5,May,16,1,Berlin,2013
5,,-100%,5,5,Finnland,Marzahn-Hellersdorf,5,5,May,5,1,Berlin,2013
125,,-100%,125,125,Frankreich,Marzahn-Hellersdorf,125,5,May,510,1,Berlin,2013
2,,-100%,2,2,Griechenland,Marzahn-Hellersdorf,2,5,May,3,1,Berlin,2013
2,,-100%,2,2,Indien,Marzahn-Hellersdorf,2,5,May,6,1,Berlin,2013
1,,-100%,1,1,Irland,Marzahn-Hellersdorf,1,5,May,1,1,Berlin,2013
10,,-100%,10,10,Israel,Marzahn-Hellersdorf,10,5,May,32,1,Berlin,2013
37,,-100%,37,37,Italien,Marzahn-Hellersdorf,37,5,May,224,1,Berlin,2013
1,,-100%,1,1,Japan,Marzahn-Hellersdorf,1,5,May,1,1,Berlin,2013
11,,-100%,11,11,Kanada,Marzahn-Hellersdorf,11,5,May,22,1,Berlin,2013
2,,-100%,2,2,Korean. Republik,Marzahn-Hellersdorf,2,5,May,6,1,Berlin,2013
2,,-100%,2,2,Kroatien,Marzahn-Hellersdorf,2,5,May,4,1,Berlin,2013
26,,-100%,26,26,Lettland,Marzahn-Hellersdorf,26,5,May,150,1,Berlin,2013
85,,-100%,85,85,Japan,Pankow,85,2,Feb,269,1,Berlin,2011
74,,-100%,74,74,Kanada,Pankow,74,2,Feb,267,1,Berlin,2011
29,,-100%,29,29,Korean. Republik,Pankow,29,2,Feb,76,1,Berlin,2011
20,,-100%,20,20,Lettland,Pankow,20,2,Feb,61,1,Berlin,2011
44,,-100%,44,44,Litauen,Pankow,44,2,Feb,80,1,Berlin,2011
25,,-100%,25,25,Luxemburg,Pankow,25,2,Feb,63,1,Berlin,2011
36,,-100%,36,36,Mittelamerika und Karibik,Pankow,36,2,Feb,96,1,Berlin,2011
10,,-100%,10,10,Neuseeland und Ozeanien,Pankow,10,2,Feb,31,1,Berlin,2011
754,,-100%,754,754,Niederlande,Pankow,754,2,Feb,2154,1,Berlin,2011
242,,-100%,242,242,Norwegen,Pankow,242,2,Feb,709,1,Berlin,2011
297,,-100%,297,297,Ohne Angaben des Wohnsitzes,Pankow,297,2,Feb,904,1,Berlin,2011
256,,-100%,256,256,Österreich,Pankow,256,2,Feb,738,1,Berlin,2011
270,,-100%,270,270,Polen,Pankow,270,2,Feb,555,1,Berlin,2011
73,,-100%,73,73,Portugal,Pankow,73,2,Feb,340,1,Berlin,2011
24,,-100%,24,24,Rumänien,Pankow,24,2,Feb,61,1,Berlin,2011
169,,-100%,169,169,Russische Föderation,Pankow,169,2,Feb,513,1,Berlin,2011
299,,-100%,299,299,Schweden,Pankow,299,2,Feb,750,1,Berlin,2011
640,,-100%,640,640,Schweiz,Pankow,640,2,Feb,2196,1,Berlin,2011
12,,-100%,12,12,Slowakische Republik,Pankow,12,2,Feb,63,1,Berlin,2011
74,,-100%,74,74,Slowenien,Pankow,74,2,Feb,260,1,Berlin,2011
21,,-100%,21,21,Sonstige afrikanische Länder,Pankow,21,2,Feb,75,1,Berlin,2011
74,,-100%,74,74,Sonstige asiatische Länder,Pankow,74,2,Feb,185,1,Berlin,2011
141,,-100%,141,141,Sonstige europäische Länder,Pankow,141,2,Feb,351,1,Berlin,2011
242,,-100%,242,242,Sonstige südamerikanische Länder,Pankow,242,2,Feb,654,1,Berlin,2011
1133,,-100%,1133,1133,Spanien,Pankow,1133,2,Feb,3771,1,Berlin,2011
14,,-100%,14,14,Südafrika,Pankow,14,2,Feb,72,1,Berlin,2011
9,,-100%,9,9,Taiwan,Pankow,9,2,Feb,29,1,Berlin,2011
55,,-100%,55,55,Tschechische Republik,Pankow,55,2,Feb,132,1,Berlin,2011
73,,-100%,73,73,Türkei,Pankow,73,2,Feb,225,1,Berlin,2011
16,,-100%,16,16,Ukraine,Pankow,16,2,Feb,41,1,Berlin,2011
44,,-100%,44,44,Ungarn,Pankow,44,2,Feb,177,1,Berlin,2011
542,,-100%,542,542,Vereinigte Staaten,Pankow,542,2,Feb,1661,1,Berlin,2011
2519,,-100%,2519,2519,Vereinigtes Königreich,Pankow,2519,2,Feb,7557,1,Berlin,2011
12,,-100%,12,12,Zypern,Pankow,12,2,Feb,24,1,Berlin,2011
14,,-100%,14,14,Arabische Golfstaaten,Reinickendorf,14,2,Feb,185,1,Berlin,2011
3847,,-100%,3847,3847,Ausland,Reinickendorf,3847,2,Feb,8407,1,Berlin,2011
43,,-100%,43,43,Australien,Reinickendorf,43,2,Feb,97,1,Berlin,2011
63,,-100%,63,63,Belgien,Reinickendorf,63,2,Feb,131,1,Berlin,2011
36,,-100%,36,36,Brasilien,Reinickendorf,36,2,Feb,93,1,Berlin,2011
7,,-100%,7,7,Bulgarien,Reinickendorf,7,2,Feb,7,1,Berlin,2011
103,,-100%,103,103,China und Hongkong,Reinickendorf,103,2,Feb,172,1,Berlin,2011
72,,-100%,72,72,Dänemark,Reinickendorf,72,2,Feb,117,1,Berlin,2011
11814,,-100%,11814,11814,Deutschland,Reinickendorf,11814,2,Feb,27750,1,Berlin,2011
11814,,-100%,11814,11814,Deutschland,Reinickendorf,11814,2,Feb,27750,1,Berlin,2011
3,,-100%,3,3,Estland,Reinickendorf,3,2,Feb,6,1,Berlin,2011
59,,-100%,59,59,Finnland,Reinickendorf,59,2,Feb,76,1,Berlin,2011
231,,-100%,231,231,Frankreich,Reinickendorf,231,2,Feb,415,1,Berlin,2011
16,,-100%,16,16,Griechenland,Reinickendorf,16,2,Feb,54,1,Berlin,2011
11,,-100%,11,11,Indien,Reinickendorf,11,2,Feb,21,1,Berlin,2011
6,,-100%,6,6,Irland,Reinickendorf,6,2,Feb,9,1,Berlin,2011
19,,-100%,19,19,Israel,Reinickendorf,19,2,Feb,27,1,Berlin,2011
198,,-100%,198,198,Italien,Reinickendorf,198,2,Feb,441,1,Berlin,2011
80,,-100%,80,80,Japan,Reinickendorf,80,2,Feb,118,1,Berlin,2011
31,,-100%,31,31,Kanada,Reinickendorf,31,2,Feb,68,1,Berlin,2011
1,,-100%,1,1,Korean. Republik,Reinickendorf,1,2,Feb,1,1,Berlin,2011
24,,-100%,24,24,Lettland,Reinickendorf,24,2,Feb,26,1,Berlin,2011
16,,-100%,16,16,Litauen,Reinickendorf,16,2,Feb,20,1,Berlin,2011
5,,-100%,5,5,Luxemburg,Reinickendorf,5,2,Feb,5,1,Berlin,2011
12,,-100%,12,12,Mittelamerika und Karibik,Reinickendorf,12,2,Feb,26,1,Berlin,2011
2,,-100%,2,2,Neuseeland und Ozeanien,Reinickendorf,2,2,Feb,10,1,Berlin,2011
297,,-100%,297,297,Niederlande,Reinickendorf,297,2,Feb,758,1,Berlin,2011
16,,-100%,16,16,Norwegen,Reinickendorf,16,2,Feb,26,1,Berlin,2011
21,,-100%,21,21,Ohne Angaben des Wohnsitzes,Reinickendorf,21,2,Feb,46,1,Berlin,2011
275,,-100%,275,275,Österreich,Reinickendorf,275,2,Feb,466,1,Berlin,2011
590,,-100%,590,590,Polen,Reinickendorf,590,2,Feb,744,1,Berlin,2011
